D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
189.1628 -2.5471 0 188.0453 -2.5531 0 24.3125 23.6314 185.2221 -5.5785 -3.0314 188.8174 -1.2585 1.2946 47.8125 23.3768 10-Dec-2019 13:58:39
189.1615 -2.5483 0 188.044 -2.5544 0 24.3125 23.6223 185.1924 -5.6082 -3.0599 188.8183 -1.2576 1.2967 47.9375 23.3768 10-Dec-2019 13:58:45
189.1583 -2.5516 0 188.0408 -2.5576 0 24.3125 23.6314 185.1652 -5.6354 -3.0838 188.8372 -1.2387 1.3188 48.125 23.3768 10-Dec-2019 13:58:51
189.1583 -2.5516 0 188.0408 -2.5576 0 24.3125 23.6314 185.1718 -5.6288 -3.0772 188.89 -1.186 1.3716 48.3125 23.3768 10-Dec-2019 13:58:57
189.1581 -2.5518 0 188.0406 -2.5578 0 24.3125 23.6223 185.1134 -5.6872 -3.1354 188.8777 -1.1982 1.3596 48.5 23.3768 10-Dec-2019 13:59:03
189.1525 -2.5574 0 188.035 -2.5634 0 24.3125 23.6314 185.0907 -5.7099 -3.1525 188.8859 -1.1901 1.3733 48.625 23.3768 10-Dec-2019 13:59:09
189.1506 -2.5593 0 188.0331 -2.5653 0 24.375 23.6314 185.0641 -5.7365 -3.1772 188.9055 -1.1704 1.3949 48.8125 23.3677 10-Dec-2019 13:59:15
189.1481 -2.5617 0 188.0306 -2.5677 0 24.3125 23.6314 185.0401 -5.7605 -3.1988 188.9125 -1.1635 1.4043 48.9375 23.3677 10-Dec-2019 13:59:21
189.152 -2.5579 0 188.0402 -2.5582 0 24.3125 23.6314 185.0075 -5.7931 -3.2352 188.9108 -1.1651 1.3931 49.0625 23.3677 10-Dec-2019 13:59:28
189.1494 -2.5605 0 188.0318 -2.5665 0 24.3125 23.6314 184.9826 -5.818 -3.2575 188.9324 -1.1435 1.423 49.25 23.3586 10-Dec-2019 13:59:34
189.1441 -2.5658 0 188.0266 -2.5718 0 24.3125 23.6314 184.9635 -5.8371 -3.2713 188.9443 -1.1316 1.4402 49.375 23.3586 10-Dec-2019 13:59:40
189.1493 -2.5606 0 188.0375 -2.5609 0 24.375 23.6314 184.9061 -5.8945 -3.3339 188.918 -1.158 1.4029 49.5 23.3586 10-Dec-2019 13:59:46
189.1457 -2.5642 0 188.031 -2.5674 0 24.3125 23.6314 184.8781 -5.9225 -3.3583 188.921 -1.155 1.4124 49.625 23.3586 10-Dec-2019 13:59:52
189.142 -2.5679 0 188.0302 -2.5681 0 24.375 23.6314 184.8461 -5.9545 -3.3866 188.9201 -1.1558 1.4123 49.75 23.3586 10-Dec-2019 13:59:58
189.1428 -2.5671 0 188.031 -2.5674 0 24.375 23.6314 184.8171 -5.9835 -3.4164 188.9378 -1.1381 1.4292 49.9375 23.3586 10-Dec-2019 14:00:04
189.1399 -2.57 0 188.0281 -2.5703 0 24.375 23.6314 184.7764 -6.0242 -3.4542 188.9127 -1.1633 1.407 50 23.3586 10-Dec-2019 14:00:10
189.1353 -2.5746 0 188.0235 -2.5748 0 24.375 23.6314 184.7437 -6.0569 -3.4823 188.9112 -1.1648 1.4101 50.125 23.3495 10-Dec-2019 14:00:16
189.1357 -2.5742 0 188.0238 -2.5745 0 24.375 23.6314 184.7144 -6.0862 -3.5119 188.9286 -1.1473 1.4272 50.3125 23.3586 10-Dec-2019 14:00:23
