D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
154.2847 -108.3462 0 153.2045 -108.3568 0 24.75 23.6223 350.6736 -0.053467 108.2927 350.0681 0.0023804 108.3592 24.75 23.4859 23-Dec-2019 15:17:48
154.3216 -108.3092 0 153.2414 -108.3199 0 24.75 23.6314 350.7155 -0.011566 108.2977 350.11 0.044281 108.3642 24.75 23.4859 23-Dec-2019 15:18:19
154.3214 -108.3094 0 153.2412 -108.3201 0 24.75 23.6223 350.723 -0.0040894 108.3053 350.1107 0.044983 108.3651 24.75 23.4768 23-Dec-2019 15:18:50
154.3456 -108.2852 0 153.2654 -108.2959 0 24.75 23.6223 350.7366 0.0095825 108.2948 350.1312 0.06543 108.3613 24.75 23.4859 23-Dec-2019 15:19:21
154.3349 -108.2959 0 153.2547 -108.3066 0 24.75 23.6223 350.7308 0.0037537 108.2996 350.1253 0.059601 108.3662 24.75 23.4859 23-Dec-2019 15:19:52
154.2832 -108.3476 0 153.203 -108.3583 0 24.75 23.6223 350.6959 -0.031189 108.3164 350.0904 0.024658 108.3829 24.75 23.4859 23-Dec-2019 15:20:23
154.2981 -108.3327 0 153.2179 -108.3434 0 24.75 23.6223 350.6968 -0.030212 108.3025 350.0914 0.025635 108.3691 24.75 23.4768 23-Dec-2019 15:20:54
154.2984 -108.3324 0 153.2182 -108.3431 0 24.75 23.6223 350.6935 -0.0336 108.2988 350.088 0.022247 108.3653 24.75 23.4768 23-Dec-2019 15:21:26
154.3135 -108.3173 0 153.2333 -108.328 0 24.75 23.6223 350.7229 -0.0041809 108.3132 350.1174 0.051666 108.3797 24.75 23.4859 23-Dec-2019 15:21:57
154.2971 -108.3337 0 153.2169 -108.3444 0 24.75 23.6223 350.6882 -0.038879 108.2948 350.0827 0.016968 108.3614 24.75 23.4768 23-Dec-2019 15:22:28
154.3193 -108.3115 0 153.2391 -108.3222 0 24.75 23.6314 350.7179 -0.0091248 108.3024 350.1125 0.046722 108.3689 24.75 23.4859 23-Dec-2019 15:22:59
154.325 -108.3058 0 153.2448 -108.3165 0 24.75 23.6314 350.6872 -0.039825 108.266 350.0818 0.016022 108.3326 24.75 23.4768 23-Dec-2019 15:23:30
154.2971 -108.3337 0 153.2169 -108.3444 0 24.75 23.6314 350.6896 -0.037415 108.2963 350.0842 0.018433 108.3628 24.75 23.4859 23-Dec-2019 15:24:01
154.2679 -108.363 0 153.1877 -108.3736 0 24.75 23.6223 350.6608 -0.066284 108.2967 350.0553 -0.010468 108.3632 24.75 23.4859 23-Dec-2019 15:24:32
154.3182 -108.3127 0 153.238 -108.3233 0 24.75 23.6223 350.718 -0.0090637 108.3036 350.1125 0.046783 108.3701 24.75 23.4768 23-Dec-2019 15:25:03
154.332 -108.2989 0 153.2518 -108.3095 0 24.75 23.6223 350.7243 -0.0027466 108.2961 350.1188 0.053101 108.3626 24.75 23.4859 23-Dec-2019 15:25:34
154.2981 -108.3327 0 153.2179 -108.3434 0 24.75 23.6223 350.6917 -0.035339 108.2974 350.0862 0.020508 108.3639 24.75 23.4768 23-Dec-2019 15:26:05
154.3443 -108.2866 0 153.2641 -108.2972 0 24.75 23.6223 350.7116 -0.015472 108.2711 350.1061 0.040375 108.3376 24.75 23.4859 23-Dec-2019 15:26:37
154.2942 -108.3367 0 153.214 -108.3474 0 24.75 23.6314 350.6884 -0.038635 108.298 350.0829 0.017212 108.3646 24.75 23.4859 23-Dec-2019 15:27:08
154.3481 -108.2828 0 153.2679 -108.2935 0 24.75 23.6223 350.7437 0.016693 108.2995 350.1383 0.072571 108.366 24.75 23.4859 23-Dec-2019 15:27:39
154.3937 -108.2371 0 153.3136 -108.2478 0 24.75 23.6223 350.7798 0.052795 108.2899 350.1744 0.10867 108.3564 24.75 23.4859 23-Dec-2019 15:28:10
154.3379 -108.2929 0 153.2577 -108.3036 0 24.75 23.6314 350.7298 0.0027161 108.2956 350.1243 0.058563 108.3622 24.75 23.4859 23-Dec-2019 15:28:41
